"x1","x2","x3","x4","x5","x6"
0.1,4.829249968955992,4.829256762424368,4.8292567624246034,4.829256762483383,4.829256763455425
0.10714285714285715,4.148310083983233,3.441661647123225,4.8292577624255895,4.098668581369808,4.460144012636716
0.11428571428571428,3.5506643507105764,2.3871097461086417,4.827034325703635,3.434757392499829,4.082590904710983
0.12142857142857144,3.021686140244128,1.573399025926392,4.829259762351268,2.8366565056058355,3.6976340719068244
0.12857142857142856,2.549896053824341,0.9851160902129581,4.825946882933235,2.3029391629084532,3.306332305409517
0.13571428571428573,2.1262481165176723,0.5900340520418815,4.811603240006034,1.8316444440462252,2.909761063610857
0.14285714285714285,1.7435302084486466,0.34000845312558436,4.7811869587375355,1.4203089176028187,2.509006844921438
0.15,1.3959077128383797,0.16067433454918065,4.68866298670868,1.066003686150881,2.105161627642738
0.15714285714285714,1.078597536077723,0.07088511600605876,4.530490244475383,0.7653764043660067,1.6993172379524237
0.1642857142857143,0.7876399293018039,0.024395841562529167,4.16608352386503,0.5146977847858312,1.2925599095320954
0.17142857142857143,0.5197340410377365,0.0018614132824512275,3.542203026184664,0.30991204785722665,0.8859648175387139
0.17857142857142858,0.2721117595792748,-0.0028069658485637247,2.3981675820040547,0.1466907186366064,0.48059089740436395
0.18571428571428572,0.042435836541699246,-0.0028059639091679855,0.4816625682859131,0.020489132328949965,0.0774757595907723
0.1928571428571429,-0.17128319101175293,-2.5542846773317764,0.0030809792643760967,-0.07339502753895923,-0.32236912706195736
0.2,-0.3707527727383422,-7.213295881817278,0.0030816236987073007,-0.13976186610409347,-0.7179629776195291
0.20714285714285716,-0.5574483342497842,-13.977112980058871,-0.007274835709695782,-0.18344880749902692,-1.1083599796867605
0.21428571428571427,-0.7326505810051458,-23.38412937151122,-0.017547069924904162,-0.2092702512149186,-1.4926532151175294
0.22142857142857142,-0.8974742944410536,-36.02918430238996,-0.03619090115548683,-0.221958088290729,-1.8699782986632136
0.2285714285714286,-1.0528924583923072,-52.56047032675724,-0.06041356897203215,-0.2261037925424376,-2.2395165532833032
0.23571428571428574,-1.1997578423470259,-74.28500810789285,-0.08786948703365073,-0.2261027925424376,-2.6004978974404964
0.24285714285714288,-1.3388223728106823,-102.62325447936294,-0.1262010991867719,-0.2261017925424376,-2.9522032982508377
0.24999999999999997,-1.470753468805924,-137.9651969600518,-0.15981581180668444,-0.22994967574919936,-3.2939668010618237
0.2571428571428571,-1.5961466142362042,-181.30518742182082,-0.20608938788853298,-0.24115257834740653,-3.625177148527806
0.2642857142857143,-1.7155343488338985,-233.67423916693332,-0.24799256043063367,-0.2628336647877171,-3.94527903620198
0.27142857142857146,-1.8293928853854595,-296.1305121738992,-0.29769742627031814,-0.29769807411101656,-4.253773899537705
0.2785714285714286,-1.9381478978593805,-369.7492467418203,-0.34800578356734624,-0.3480034436096957,-4.550220323055849
0.28571428571428575,-2.0421805862206384,-455.61213958940783,-0.39940889601495133,-0.41553633676581136,-4.834234077914623
0.2928571428571428,-2.1418341461558157,-554.7958786695838,-0.4556526104496811,-0.5015948287717015,-5.105487701528147
0.3,-2.237419872881219,-668.361054045789,-0.507636645629389,-0.6069774274227053,-5.363709838905461
0.30714285714285716,-2.329221903936741,-797.3377590901646,-0.5672256716663763,-0.7319784134210848,-5.608684125624635
0.31428571428571433,-2.41750010258329,-942.7177053469172,-0.6190765942660742,-0.8763896142219687,-5.840247809491235
0.32142857142857145,-2.5024914823284234,-1105.43742495141,-0.6794512059098413,-1.0395085348976238,-6.058290082336418
0.3285714285714285,-2.584411223331017,-1286.3691070790169,-0.7308237289365133,-1.2201526906941114,-6.262750095365545
0.3357142857142857,-2.663454352024246,-1486.30663467263,-0.7897059285093144,-1.4166799088199118,-6.453614804406225
0.34285714285714286,-2.739798512427001,-1705.9545708676637,-0.8406067812656205,-1.6270142918080999,-6.630916544886496
0.35000000000000003,-2.8136072473573677,-1945.9185277776148,-0.8959662935966838,-1.84867746442077,-6.794730444927881
0.35714285714285715,-2.8850327080959914,-2206.692573697338,-0.9464332141883071,-2.078824661810183,-6.9451717194931755
0.36428571428571427,-2.9542168810434646,-2488.650750498752,-0.9964834578293507,-2.3142851615079048,-7.08239281578672
0.37142857142857144,-3.0212913066086458,-2792.0371652878293,-1.0470275891137126,-2.551606508192612,-7.206580476840803
0.3785714285714286,-3.0863763039234016,-3116.960820915992,-1.0902784955182758,-2.7871019391199288,-7.317952760414075
0.38571428571428573,-3.149581123722214,-3463.384025394129,-1.1348876474937557,-3.0169003867411006,-7.416756047871287
0.39285714285714285,-3.2110058025238146,-3831.123403062116,-1.1767661696582266,-3.2369984038929283,-7.503262003267518
0.39999999999999997,-3.270744140563906,-4219.841053356329,-1.2119225405680656,-3.4433133474399105,-7.577764629143956
0.40714285714285714,-3.3288859800763078,-4629.04103837929,-1.2455715531822114,-3.63173714406112,-7.640577351599711
0.4142857142857143,-3.385517018093836,-5058.074699522385,-1.276458575030956,-3.798189966647613,-7.6920301499562544
0.42142857142857143,-3.440716108395897,-5506.132300381751,-1.3030299105317757,-3.9386731593688005,-7.732466840513981
0.4285714285714286,-3.4945527725657186,-5972.250118699205,-1.3213532846945664,-4.049320769981246,-7.76224247824681
0.4357142857142857,-3.5470891399331848,-6455.310775776124,-1.3344318712623502,-4.126449074169801,-7.781720833826884
0.4428571428571429,-3.598387946937258,-6954.048684466119,-1.3416529585296508,-4.166603514090796,-7.791272101044685
0.45,-3.6485192266246216,-7467.063116322696,-1.3415267605417707,-4.166602514090796,-7.791270705070208
