"Prices","MargRev","Fit"
"0.1","4.657112383587062","4.255189608709993"
"0.10714285714285715","3.976160002634682","3.8826288755262075"
"0.11428571428571428","3.378540955015634","3.533264877717185"
"0.12142857142857144","2.8495493583769793","3.2056533177922875"
"0.12857142857142856","2.377747304221984","2.898439824502991"
"0.13571428571428573","1.954104864790068","2.6103543537685354"
"0.14285714285714285","1.5713980978727768","2.340205938216557"
"0.15","1.2237790502537287","2.0868777636328573"
"0.15714285714285714","0.9064630329377117","1.849322551966027"
"0.1642857142857143","0.6154974767547632","1.6265582317998648"
"0.17142857142857143","0.34758857406325205","1.417663878395028"
"0.17857142857142858","0.09996952644420531","1.2217759065157048"
"0.18571428571428572","-0.12970080322612532","1.0380845003022063"
"0.1928571428571429","-0.34341671694203946","0.8658302654302465"
"0.2","-0.542887616412937","0.7043010897167248"
"0.20714285714285716","-0.7295871238021014","0.5528291991934848"
"0.21428571428571427","-0.9047923783176994","0.4107883974786555"
"0.22142857142857142","-1.0696157270120157","0.2775914770329022"
"0.2285714285714286","-1.225030473555794","0.1526877915985514"
"0.23571428571428574","-1.3718919454172678","0.03556097978583406"
"0.24285714285714288","-1.5109548433036935","-0.07427316960459596"
"0.24999999999999997","-1.6428876164129367","-0.1772687193477971"
"0.2571428571428571","-1.7682844418097616","-0.27385146092478596"
"0.2642857142857143","-1.8876752612005827","-0.3644206747770884"
"0.27142857142857146","-2.001534232954292","-0.44935078096262604"
"0.2785714285714286","-2.110286883812205","-0.5289928870368783"
"0.28571428571428575","-2.2143161878415096","-0.6036762395583724"
"0.2928571428571428","-2.313967755785759","-0.6737095852191421"
"0.3","-2.409554283079604","-0.7393824472271682"
"0.30714285714285716","-2.50135937721028","-0.8009663222174677"
"0.31428571428571433","-2.589640863166185","-0.8587158026399484"
"0.32142857142857145","-2.67463364815897","-0.9128696292640734"
"0.3285714285714285","-2.7565522126862287","-0.9636516781514635"
"0.3357142857142857","-2.83559278358619","-1.0112718861766616"
"0.34285714285714286","-2.9119352354605565","-1.0559271189222272"
"0.35000000000000003","-2.985744759270081","-1.0978019845361162"
"0.35714285714285715","-3.057173330698652","-1.1370695969158868"
"0.36428571428571427","-3.12636100576868","-1.1738922913747905"
"0.37142857142857144","-3.193437066962388","-1.2084222957483783"
"0.3785714285714286","-3.2585210395935302","-1.2408023597160112"
"0.38571428571428573","-3.3217235952489164","-1.2711663449389627"
"0.39285714285714285","-3.3831473566726773","-1.2996397784547575"
"0.39999999999999997","-3.4428876164129374","-1.3263403716155517"
"0.40714285714285714","-3.501032979821458","-1.3513785067158652"
"0.4142857142857143","-3.55766594153609","-1.3748576933214292"
"0.42142857142857143","-3.612863403337877","-1.3968749961856517"
"0.4285714285714286","-3.6666971402224613","-1.4175214365227289"
"0.4357142857142857","-3.719234220628394","-1.4368823682963097"
"0.4428571428571429","-3.7705373859981908","-1.455037831079312"
"0.45","-3.8206653941907147","-1.4720628809436338"
